EmployeeNumber,Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,JobLevel,MonthlyIncome,PercentSalaryHike,StockOptionLevel,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,BusinessTravel,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,NumCompaniesWorked,TrainingTimesLastYear,DistanceFromHome,Attrition
1293,37,Male,Single,Research & Development,Research Scientist,Life Sciences,1,1,8866,25,0,3,3,4,3,4,Travel_Frequently,Yes,13,12,9,2,7,6,17,No
1294,24,Male,Divorced,Research & Development,Manufacturing Director,Human Resources,1,4,24539,19,1,3,3,3,1,3,Travel_Frequently,Yes,22,34,13,1,5,5,2,Yes
1295,39,Male,Married,Research & Development,Research Director,Technical Degree,2,4,26607,13,2,3,4,4,3,2,Travel_Rarely,No,18,25,14,4,3,3,7,No
1296,19,Male,Single,Research & Development,Healthcare Representative,Technical Degree,5,5,12100,20,1,3,3,1,3,2,Non-Travel,Yes,18,29,17,6,6,3,29,Yes
1297,48,Male,Divorced,Sales,Sales Representative,Human Resources,3,4,5826,25,0,3,3,3,4,1,Travel_Frequently,No,38,16,11,12,3,2,8,No
1298,50,Male,Divorced,Human Resources,Human Resources,Marketing,5,3,4327,17,0,3,4,2,3,3,Travel_Rarely,Yes,30,3,3,1,0,5,7,Yes
1299,53,Male,Single,Sales,Sales Representative,Medical,1,1,9681,13,0,3,1,4,4,4,Travel_Frequently,No,18,30,10,10,0,5,2,Yes
1300,55,Male,Divorced,Human Resources,Manager,Other,4,2,22157,19,1,3,3,3,3,3,Travel_Rarely,Yes,0,2,1,2,3,4,8,No
1301,19,Male,Single,Research & Development,Research Scientist,Life Sciences,4,3,4455,12,0,3,3,4,2,3,Travel_Frequently,No,17,1,1,1,2,4,20,No
1302,40,Female,Single,Research & Development,Laboratory Technician,Other,4,1,5846,11,0,3,3,2,4,4,Travel_Rarely,No,18,6,0,5,6,5,15,No
1303,29,Male,Divorced,Research & Development,Research Scientist,Human Resources,2,5,8939,25,3,3,1,3,3,3,Non-Travel,Yes,34,23,3,5,3,4,5,No
1304,36,Male,Divorced,Research & Development,Manufacturing Director,Marketing,2,4,19583,17,1,3,3,4,3,4,Non-Travel,No,18,17,9,9,2,0,5,No
1305,53,Male,Single,Sales,Sales Representative,Technical Degree,1,3,5645,16,0,4,2,4,3,4,Travel_Frequently,Yes,34,9,0,2,6,5,13,Yes
1306,34,Male,Married,Research & Development,Research Scientist,Technical Degree,1,5,9117,20,2,3,3,1,2,3,Non-Travel,Yes,39,7,2,5,6,5,22,No
1307,49,Male,Married,Research & Development,Healthcare Representative,Life Sciences,3,1,14198,14,2,3,3,1,3,4,Travel_Rarely,Yes,35,26,3,9,0,2,3,No
1308,28,Male,Divorced,Research & Development,Laboratory Technician,Human Resources,3,4,8324,11,1,3,3,1,3,4,Non-Travel,Yes,24,20,14,3,4,5,27,No
1309,31,Male,Married,Research & Development,Manufacturing Director,Medical,4,3,14864,21,3,3,1,4,2,3,Travel_Frequently,No,17,4,0,1,3,6,15,Yes
1310,58,Male,Single,Sales,Manager,Medical,4,5,30539,15,0,3,3,3,4,3,Travel_Frequently,Yes,0,37,12,0,3,1,14,Yes
1311,40,Female,Single,Research & Development,Research Director,Medical,1,1,15761,12,0,3,4,3,3,3,Non-Travel,No,26,14,3,5,5,1,13,No
1312,19,Female,Married,Sales,Sales Representative,Technical Degree,5,5,4863,20,0,3,2,1,2,1,Non-Travel,No,15,3,3,0,0,0,29,No
1313,18,Female,Divorced,Research & Development,Research Director,Human Resources,2,2,19371,24,3,3,3,3,4,2,Travel_Rarely,No,4,4,3,0,9,5,25,No
1314,20,Female,Married,Research & Development,Research Scientist,Marketing,3,5,10896,17,0,3,3,2,2,4,Travel_Rarely,No,19,17,18,13,5,2,6,No
1315,48,Female,Single,Sales,Sales Executive,Marketing,5,5,7280,20,0,3,4,4,3,2,Travel_Frequently,Yes,24,1,2,0,9,3,21,No
1316,24,Male,Married,Research & Development,Laboratory Technician,Other,2,2,9744,23,1,3,2,3,3,3,Travel_Frequently,Yes,21,29,7,4,7,5,26,Yes
1317,60,Female,Married,Research & Development,Research Director,Technical Degree,5,4,19316,18,3,3,2,3,1,3,Travel_Rarely,Yes,6,5,3,6,3,6,11,No
1318,25,Male,Divorced,Research & Development,Laboratory Technician,Marketing,4,3,5555,17,0,3,3,4,3,3,Travel_Frequently,Yes,6,7,4,5,5,3,1,No
1319,56,Female,Single,Research & Development,Laboratory Technician,Medical,3,3,5595,13,1,4,2,1,2,1,Non-Travel,No,11,15,12,1,0,0,22,No
1320,60,Male,Married,Sales,Sales Executive,Human Resources,3,3,5769,23,1,3,1,1,3,4,Travel_Rarely,Yes,14,3,0,0,8,4,5,No
1321,51,Female,Divorced,Research & Development,Laboratory Technician,Other,5,4,6793,18,0,3,3,2,3,1,Non-Travel,Yes,16,19,16,3,7,5,29,No
1322,58,Male,Married,Human Resources,Manager,Life Sciences,5,5,17784,13,2,3,3,2,3,2,Travel_Frequently,No,25,15,9,3,7,3,3,Yes
1323,32,Male,Divorced,Research & Development,Manager,Medical,3,5,24065,20,0,4,2,3,3,1,Travel_Rarely,No,15,1,0,0,9,5,3,No
1324,32,Female,Single,Research & Development,Manager,Medical,4,5,17744,14,1,3,4,4,2,3,Non-Travel,No,10,11,2,5,2,4,14,No
1325,37,Female,Divorced,Research & Development,Healthcare Representative,Technical Degree,5,1,16973,24,3,3,2,3,4,4,Non-Travel,No,14,33,1,13,4,0,20,No
1326,38,Female,Married,Research & Development,Research Scientist,Other,1,4,12514,22,2,3,3,3,1,4,Travel_Frequently,No,3,35,5,11,9,0,23,No
1327,35,Female,Married,Sales,Manager,Technical Degree,1,2,19872,13,0,3,4,1,3,4,Travel_Rarely,Yes,11,24,10,11,9,4,19,No
1328,32,Female,Divorced,Human Resources,Manager,Marketing,3,1,28618,20,3,3,4,2,4,3,Travel_Rarely,No,5,29,2,2,7,5,7,No
1329,18,Male,Married,Human Resources,Manager,Medical,3,5,23748,15,1,3,4,2,3,4,Travel_Frequently,No,34,13,0,5,6,1,2,No
1330,27,Male,Divorced,Research & Development,Manufacturing Director,Medical,1,1,22931,25,1,3,4,3,3,2,Non-Travel,Yes,40,36,14,7,6,2,25,No
1331,27,Male,Divorced,Human Resources,Manager,Medical,5,4,22030,15,2,3,1,4,2,2,Travel_Rarely,No,39,11,11,6,3,5,13,No
1332,57,Female,Single,Research & Development,Laboratory Technician,Life Sciences,5,1,8126,20,0,3,3,2,1,2,Non-Travel,Yes,27,20,5,6,0,0,7,No
1333,26,Female,Divorced,Research & Development,Research Director,Other,3,2,16341,25,2,3,2,4,1,3,Non-Travel,Yes,13,8,9,1,6,6,19,Yes
1334,19,Female,Single,Sales,Manager,Technical Degree,5,4,33053,24,1,3,1,3,3,2,Travel_Frequently,Yes,0,38,8,11,4,2,3,Yes
1335,24,Female,Single,Human Resources,Manager,Human Resources,1,1,30578,16,1,3,3,3,3,2,Travel_Rarely,No,26,27,5,0,9,1,10,No
1336,18,Female,Divorced,Sales,Sales Representative,Medical,1,3,7713,24,0,3,4,2,3,2,Travel_Frequently,No,10,20,4,1,5,4,27,Yes
1337,59,Female,Divorced,Research & Development,Research Director,Marketing,4,4,19994,13,3,3,3,3,2,3,Travel_Frequently,Yes,2,28,3,2,1,2,25,No
1338,38,Male,Married,Sales,Sales Representative,Technical Degree,3,5,10180,20,0,3,3,2,4,4,Travel_Frequently,Yes,34,32,16,0,9,3,4,Yes
1339,22,Male,Single,Research & Development,Research Director,Other,3,3,16666,20,2,3,4,4,2,3,Non-Travel,No,26,19,14,10,7,3,20,No
1340,24,Female,Single,Research & Development,Research Scientist,Technical Degree,4,2,6651,18,2,3,4,4,4,2,Non-Travel,Yes,24,12,0,8,9,6,12,No
1341,20,Male,Single,Human Resources,Manager,Other,5,5,17235,23,0,3,4,3,3,3,Travel_Rarely,Yes,27,6,1,2,8,5,19,No
1342,57,Female,Married,Research & Development,Manufacturing Director,Other,2,5,18157,20,2,3,1,4,4,4,Travel_Frequently,No,8,14,14,3,5,5,13,No
1343,31,Male,Divorced,Human Resources,Human Resources,Marketing,5,5,12905,19,0,3,3,3,3,4,Non-Travel,No,15,33,18,14,6,5,8,No
1344,18,Male,Divorced,Sales,Manager,Other,3,3,22021,15,0,4,3,3,3,3,Travel_Frequently,No,10,0,1,0,6,5,25,No
1345,59,Male,Divorced,Human Resources,Manager,Other,3,2,25019,16,1,4,2,2,3,3,Travel_Frequently,Yes,21,14,1,14,9,5,26,No
1346,41,Female,Divorced,Research & Development,Research Director,Human Resources,1,4,23505,18,1,4,4,2,3,3,Travel_Rarely,No,2,32,15,6,0,3,21,No
1347,47,Male,Divorced,Research & Development,Manager,Other,1,4,22960,19,1,3,4,2,1,2,Non-Travel,Yes,32,29,10,9,0,1,29,No
1348,55,Male,Divorced,Sales,Manager,Medical,4,3,25080,14,0,3,2,4,4,4,Travel_Frequently,Yes,7,38,9,14,2,2,20,No
1349,26,Male,Married,Research & Development,Laboratory Technician,Life Sciences,5,2,6370,22,0,3,2,4,3,4,Travel_Rarely,No,2,8,2,0,0,3,4,No
1350,30,Female,Divorced,Research & Development,Research Scientist,Life Sciences,2,1,9490,19,1,4,4,3,2,4,Travel_Frequently,No,9,26,15,0,6,2,1,No
1351,24,Female,Divorced,Research & Development,Research Director,Marketing,4,3,24204,15,0,3,2,2,2,1,Non-Travel,Yes,16,9,5,5,5,6,11,No
1352,26,Male,Married,Research & Development,Research Scientist,Other,3,2,11712,14,1,3,2,4,3,2,Travel_Rarely,No,38,26,1,8,6,0,1,No
1353,33,Female,Married,Research & Development,Manager,Medical,1,5,23342,18,0,3,3,1,3,2,Travel_Rarely,Yes,38,25,1,13,7,0,24,Yes
1354,24,Male,Married,Sales,Sales Representative,Human Resources,4,2,6081,25,0,3,1,1,2,3,Travel_Rarely,No,15,11,12,10,3,4,24,No
1355,56,Female,Divorced,Research & Development,Research Scientist,Medical,1,4,8132,12,0,4,3,1,3,1,Non-Travel,Yes,35,10,2,2,8,1,21,Yes
1356,35,Male,Divorced,Research & Development,Manager,Technical Degree,2,5,26086,25,0,3,3,2,1,4,Travel_Frequently,No,33,11,11,11,0,0,6,No
1357,53,Male,Married,Research & Development,Manufacturing Director,Other,3,4,20557,17,0,3,4,4,2,4,Non-Travel,No,27,3,2,3,2,5,21,No
1358,29,Male,Divorced,Sales,Sales Representative,Human Resources,3,1,7798,18,0,3,3,3,3,3,Travel_Frequently,No,30,23,14,14,0,3,3,No
1359,50,Male,Divorced,Sales,Manager,Human Resources,2,5,22679,23,3,4,3,4,4,1,Travel_Rarely,No,24,32,8,3,7,0,1,No
1360,22,Male,Divorced,Research & Development,Research Director,Medical,1,4,25708,17,0,3,4,4,1,4,Travel_Frequently,No,40,33,2,4,7,4,17,No
1361,29,Male,Married,Sales,Sales Executive,Life Sciences,1,5,12522,20,0,3,1,4,3,3,Travel_Rarely,No,33,16,14,0,1,3,1,Yes
1362,43,Male,Single,Research & Development,Manager,Life Sciences,4,3,21635,11,0,3,4,4,2,3,Travel_Rarely,No,28,31,12,14,2,5,10,No
1363,21,Male,Single,Research & Development,Manager,Life Sciences,4,5,24692,22,0,3,4,1,1,1,Non-Travel,Yes,22,20,9,15,2,5,25,No
1364,57,Female,Single,Human Resources,Human Resources,Human Resources,4,3,7706,21,1,3,1,3,1,4,Non-Travel,No,40,11,3,9,6,2,20,Yes
1365,37,Male,Married,Research & Development,Research Director,Marketing,1,4,23997,15,0,3,4,2,2,3,Travel_Rarely,No,23,16,2,6,3,3,25,No
1366,46,Male,Divorced,Human Resources,Human Resources,Other,4,1,9219,24,1,3,4,4,3,4,Non-Travel,No,29,27,9,1,5,4,10,No
1367,51,Female,Single,Research & Development,Research Director,Marketing,5,4,26989,13,0,3,1,3,2,2,Non-Travel,Yes,21,32,0,13,3,1,9,Yes
1368,38,Female,Single,Research & Development,Laboratory Technician,Other,5,3,6381,23,1,3,4,3,3,3,Travel_Rarely,Yes,27,9,8,9,8,5,24,Yes
1369,28,Female,Single,Research & Development,Laboratory Technician,Other,2,3,3631,22,3,3,2,4,4,1,Travel_Frequently,Yes,9,4,1,5,6,2,5,Yes
1370,60,Male,Divorced,Research & Development,Research Director,Technical Degree,5,1,16450,22,1,4,1,4,4,4,Travel_Frequently,Yes,30,8,4,9,8,2,15,No
1371,36,Female,Married,Research & Development,Research Scientist,Medical,1,3,10332,17,0,3,3,3,4,1,Travel_Rarely,No,17,11,5,12,2,4,27,No
1372,46,Male,Divorced,Research & Development,Research Director,Technical Degree,4,3,19571,15,0,3,3,4,3,4,Non-Travel,No,4,27,7,8,0,0,20,No
1373,55,Male,Divorced,Human Resources,Human Resources,Other,4,3,8858,21,3,4,3,3,4,2,Travel_Rarely,No,15,13,8,9,0,0,5,No
1374,36,Female,Divorced,Research & Development,Manufacturing Director,Life Sciences,3,4,19268,19,2,3,3,2,2,4,Non-Travel,No,3,18,14,0,6,2,20,No
1375,38,Male,Single,Sales,Sales Executive,Medical,1,2,8880,24,0,3,1,4,1,4,Non-Travel,No,31,14,2,13,2,2,10,No
1376,44,Female,Single,Research & Development,Healthcare Representative,Technical Degree,5,2,12221,19,3,3,4,4,4,4,Travel_Rarely,Yes,26,12,1,5,4,2,20,Yes
1377,50,Female,Divorced,Research & Development,Healthcare Representative,Medical,5,5,12587,13,0,3,3,2,3,4,Travel_Frequently,No,34,25,12,13,9,0,11,Yes
1378,35,Female,Married,Research & Development,Manufacturing Director,Other,5,3,20705,18,2,3,3,1,3,1,Non-Travel,Yes,14,24,5,14,1,6,24,No
1379,31,Male,Married,Research & Development,Laboratory Technician,Technical Degree,4,5,5262,17,0,4,4,4,2,4,Travel_Frequently,No,11,10,7,2,8,3,24,No
1380,33,Male,Married,Research & Development,Research Scientist,Life Sciences,1,4,8370,13,1,3,1,2,4,3,Travel_Frequently,Yes,22,9,10,5,7,1,11,No
1381,30,Male,Married,Research & Development,Laboratory Technician,Marketing,5,3,4392,22,1,3,4,4,4,4,Travel_Frequently,Yes,14,8,2,2,8,2,27,Yes
1382,19,Male,Divorced,Human Resources,Manager,Technical Degree,5,5,21536,22,2,3,4,4,4,4,Travel_Rarely,Yes,29,19,1,9,1,0,14,No
1383,52,Male,Married,Research & Development,Manufacturing Director,Human Resources,4,3,21478,17,1,3,3,4,3,3,Non-Travel,No,16,4,5,5,6,3,24,No
1384,29,Male,Married,Sales,Sales Executive,Other,4,1,13933,11,1,3,4,2,4,4,Travel_Rarely,No,16,39,10,8,2,3,9,No
1385,19,Male,Single,Sales,Sales Representative,Medical,5,5,11727,11,1,3,3,4,3,3,Travel_Rarely,Yes,24,40,4,7,3,2,14,No
1386,38,Male,Divorced,Research & Development,Research Scientist,Medical,2,4,12466,15,2,3,4,3,1,1,Non-Travel,Yes,40,35,14,15,2,4,25,No
1387,42,Male,Married,Research & Development,Healthcare Representative,Human Resources,3,5,13910,20,0,3,3,4,3,3,Travel_Frequently,No,15,23,12,4,9,5,21,No
1388,37,Female,Single,Sales,Sales Executive,Other,3,2,11913,22,2,4,3,2,4,4,Travel_Frequently,Yes,29,32,16,5,1,3,21,No
1389,57,Male,Married,Research & Development,Research Scientist,Life Sciences,2,1,16125,23,2,3,4,3,1,4,Travel_Frequently,No,16,40,14,6,0,4,24,No
1390,37,Male,Single,Research & Development,Laboratory Technician,Medical,3,3,4089,11,1,3,2,2,3,4,Non-Travel,Yes,14,3,2,0,9,2,3,No
1391,23,Male,Single,Sales,Manager,Human Resources,1,1,22759,15,3,3,4,4,3,2,Non-Travel,No,15,35,4,10,4,3,1,No
1392,23,Female,Single,Sales,Manager,Technical Degree,1,2,15087,14,1,3,2,3,3,2,Non-Travel,No,29,7,6,8,6,0,6,No
1393,26,Female,Divorced,Research & Development,Healthcare Representative,Human Resources,1,2,7541,11,0,3,4,3,2,1,Travel_Rarely,Yes,39,7,8,0,8,4,21,No
1394,55,Male,Single,Research & Development,Research Scientist,Other,5,5,11069,11,1,3,3,2,3,3,Travel_Frequently,Yes,35,24,6,3,7,1,8,Yes
1395,43,Male,Divorced,Research & Development,Manager,Other,2,5,23246,25,1,3,1,4,3,4,Non-Travel,Yes,30,31,9,1,5,6,28,No
1396,31,Male,Married,Sales,Sales Executive,Technical Degree,1,3,10915,25,1,3,1,3,4,4,Travel_Rarely,No,31,10,7,5,2,2,23,No
1397,27,Female,Single,Research & Development,Research Director,Other,4,5,19970,22,0,3,1,4,3,4,Non-Travel,Yes,3,14,10,14,0,1,25,Yes
1398,42,Female,Single,Research & Development,Manufacturing Director,Technical Degree,5,4,15711,17,1,3,1,4,3,4,Travel_Frequently,Yes,15,13,3,11,7,0,1,Yes
1399,38,Male,Married,Research & Development,Manager,Technical Degree,2,2,27218,13,0,3,4,1,4,4,Non-Travel,Yes,21,33,17,15,4,2,29,No
1400,51,Female,Single,Research & Development,Manager,Human Resources,4,2,28761,13,1,4,2,4,4,4,Travel_Rarely,No,9,35,11,10,4,2,11,No
1401,31,Male,Single,Human Resources,Human Resources,Medical,2,4,11738,18,1,4,4,3,4,3,Travel_Frequently,Yes,25,39,18,6,2,1,18,No
1402,33,Male,Married,Sales,Sales Representative,Technical Degree,4,3,7827,12,0,3,2,1,3,1,Travel_Frequently,No,14,26,3,14,5,2,29,No
1403,48,Male,Married,Sales,Sales Representative,Marketing,3,1,7332,16,0,3,1,4,2,4,Non-Travel,Yes,24,25,2,2,6,4,13,Yes
1404,42,Female,Single,Sales,Sales Representative,Marketing,3,3,4106,22,1,3,4,3,4,2,Travel_Rarely,Yes,25,1,2,0,6,4,25,Yes
1405,49,Female,Single,Sales,Sales Executive,Other,3,3,13711,16,2,3,1,3,2,3,Travel_Rarely,No,0,28,7,0,1,0,20,No
1406,27,Female,Married,Human Resources,Human Resources,Other,1,4,11176,22,2,3,4,4,4,2,Non-Travel,No,23,31,1,10,7,0,26,No
1407,19,Male,Single,Research & Development,Healthcare Representative,Other,3,1,17281,14,0,3,3,2,3,3,Travel_Frequently,Yes,30,38,14,1,0,5,14,Yes
1408,54,Male,Single,Sales,Sales Representative,Marketing,3,3,8262,20,1,3,4,3,3,2,Non-Travel,No,5,21,15,11,6,1,16,No
1409,18,Male,Divorced,Research & Development,Manufacturing Director,Marketing,3,4,16646,20,1,3,1,4,4,3,Non-Travel,Yes,14,0,1,0,6,5,7,No
1410,45,Female,Divorced,Research & Development,Laboratory Technician,Life Sciences,1,1,7883,18,0,3,4,4,3,2,Travel_Frequently,Yes,39,17,9,10,7,3,3,No
1411,20,Female,Married,Research & Development,Laboratory Technician,Marketing,2,2,6294,16,1,3,4,4,4,4,Non-Travel,No,34,17,6,6,7,1,22,Yes
1412,40,Male,Single,Research & Development,Research Director,Marketing,4,3,18343,21,1,3,3,1,3,2,Non-Travel,Yes,33,25,17,4,1,6,17,Yes
1413,20,Male,Single,Research & Development,Research Director,Technical Degree,1,1,21836,15,3,3,4,3,2,3,Non-Travel,No,6,33,18,7,0,6,19,No
1414,29,Male,Divorced,Research & Development,Healthcare Representative,Technical Degree,4,3,9349,19,1,4,4,3,3,1,Non-Travel,No,30,19,17,3,2,2,8,No
1415,28,Male,Single,Sales,Sales Executive,Human Resources,5,1,8464,20,0,3,4,4,3,2,Non-Travel,Yes,27,5,2,5,3,4,7,No
1416,41,Female,Divorced,Research & Development,Manager,Life Sciences,1,2,30491,21,3,3,1,4,3,4,Non-Travel,Yes,1,29,14,1,3,3,17,No
1417,58,Female,Divorced,Research & Development,Manufacturing Director,Medical,2,1,17313,18,2,3,4,4,3,3,Non-Travel,No,32,32,7,8,8,2,20,No
1418,45,Male,Divorced,Sales,Manager,Technical Degree,3,3,20506,23,0,3,4,2,3,3,Travel_Frequently,Yes,23,31,8,2,9,4,6,No
1419,55,Female,Single,Research & Development,Research Director,Medical,1,2,20826,17,3,3,3,4,3,2,Travel_Rarely,Yes,13,17,4,12,4,2,6,No
1420,46,Female,Single,Human Resources,Manager,Life Sciences,4,2,27456,16,0,3,2,2,3,2,Non-Travel,No,29,14,12,15,5,0,5,No
1421,30,Female,Single,Research & Development,Manufacturing Director,Technical Degree,4,5,19819,25,0,3,4,3,3,2,Travel_Rarely,No,16,30,4,4,8,2,23,No
1422,32,Female,Married,Research & Development,Manufacturing Director,Medical,1,1,21625,14,2,3,1,4,4,4,Travel_Rarely,Yes,3,29,0,9,2,5,7,Yes
1423,31,Male,Single,Sales,Sales Executive,Human Resources,2,5,10677,15,0,3,1,4,2,2,Travel_Rarely,Yes,31,28,17,0,4,3,8,No
1424,51,Male,Single,Research & Development,Manufacturing Director,Technical Degree,5,1,20057,25,3,3,3,2,4,4,Non-Travel,No,22,40,9,9,2,0,12,No
1425,52,Female,Married,Research & Development,Manager,Other,4,2,28129,21,3,4,3,3,3,3,Travel_Frequently,Yes,39,14,6,8,2,4,18,No
1426,20,Male,Married,Sales,Manager,Marketing,1,2,27855,13,0,3,3,4,3,4,Non-Travel,Yes,26,14,11,11,1,5,22,No
1427,39,Female,Divorced,Research & Development,Laboratory Technician,Technical Degree,4,2,2411,15,1,3,3,4,3,4,Non-Travel,No,36,0,1,0,2,4,19,No
1428,23,Male,Single,Research & Development,Manufacturing Director,Marketing,3,5,20494,23,0,4,2,3,3,2,Travel_Frequently,No,26,0,0,1,9,2,20,Yes
1429,53,Female,Married,Sales,Sales Executive,Marketing,2,1,15190,18,0,3,2,1,4,2,Travel_Frequently,No,5,36,0,4,7,1,13,No
1430,28,Female,Single,Research & Development,Laboratory Technician,Marketing,5,4,8883,15,1,3,4,1,3,4,Travel_Frequently,Yes,0,22,3,3,0,4,1,Yes
1431,45,Female,Married,Research & Development,Manufacturing Director,Technical Degree,3,3,20274,25,2,3,4,3,3,3,Non-Travel,Yes,12,25,15,11,9,2,21,No
1432,48,Male,Divorced,Human Resources,Human Resources,Technical Degree,3,3,10515,21,3,3,4,2,4,4,Non-Travel,Yes,15,27,8,13,6,4,27,No
1433,31,Female,Divorced,Research & Development,Research Director,Life Sciences,3,4,20666,17,0,4,3,3,4,3,Travel_Rarely,No,19,14,14,14,1,4,17,No
1434,46,Female,Divorced,Human Resources,Human Resources,Human Resources,1,4,9025,13,1,3,2,2,2,3,Travel_Rarely,No,36,17,18,12,4,3,26,No
1435,28,Male,Married,Research & Development,Manager,Medical,1,2,17730,24,0,3,4,1,2,2,Travel_Rarely,No,28,16,2,0,8,4,2,No
1436,44,Male,Divorced,Sales,Sales Representative,Technical Degree,3,4,10117,17,1,3,2,3,3,4,Travel_Frequently,Yes,27,39,2,5,2,0,26,Yes
1437,54,Female,Married,Research & Development,Laboratory Technician,Life Sciences,1,3,8139,12,0,3,3,2,4,3,Non-Travel,Yes,34,25,13,12,0,0,27,No
1438,38,Male,Married,Sales,Sales Representative,Life Sciences,1,1,3835,13,2,3,4,4,1,2,Non-Travel,No,34,0,0,1,8,0,13,Yes
1439,23,Female,Single,Research & Development,Manager,Other,3,1,22923,25,0,3,2,1,3,4,Non-Travel,Yes,37,38,7,13,8,3,3,No
1440,49,Male,Married,Research & Development,Manager,Medical,5,3,22136,11,1,4,3,1,3,3,Non-Travel,Yes,9,4,4,1,3,6,5,No
1441,35,Male,Divorced,Sales,Sales Executive,Medical,4,1,16803,25,3,3,3,3,4,3,Travel_Rarely,No,9,36,14,8,8,0,13,Yes
1442,29,Female,Single,Research & Development,Research Scientist,Human Resources,3,1,9712,17,0,3,4,2,3,2,Non-Travel,Yes,27,26,1,2,8,0,29,No
1443,26,Male,Single,Sales,Manager,Human Resources,5,4,24125,20,1,3,4,3,3,2,Non-Travel,Yes,7,14,9,10,9,3,18,Yes
1444,56,Male,Married,Research & Development,Manufacturing Director,Human Resources,1,3,16359,16,0,3,4,1,4,4,Non-Travel,Yes,13,6,6,0,8,0,13,No
1445,53,Male,Single,Research & Development,Research Scientist,Life Sciences,3,1,7706,23,2,4,2,2,3,3,Travel_Frequently,Yes,16,0,1,1,0,6,13,No
1446,39,Male,Married,Sales,Manager,Human Resources,2,5,21408,21,1,3,1,3,4,1,Non-Travel,No,16,32,4,8,1,2,5,No
1447,19,Female,Married,Research & Development,Manager,Other,5,3,25180,18,0,3,3,1,3,3,Non-Travel,No,22,18,6,1,1,3,28,No
1448,26,Male,Married,Human Resources,Manager,Life Sciences,2,4,30035,13,1,3,4,3,3,2,Travel_Frequently,No,24,33,12,4,8,3,14,No
1449,37,Male,Divorced,Sales,Sales Executive,Technical Degree,3,4,17079,13,2,3,3,4,2,3,Travel_Frequently,No,10,38,2,11,7,1,7,No
1450,38,Male,Single,Sales,Sales Executive,Life Sciences,1,5,10005,16,1,3,2,3,4,3,Travel_Frequently,No,4,9,7,2,1,2,28,No
1451,18,Male,Married,Sales,Sales Executive,Life Sciences,5,3,15298,16,3,3,3,3,3,4,Travel_Rarely,Yes,14,40,9,4,3,1,5,No
1452,25,Male,Married,Research & Development,Manager,Life Sciences,3,1,20627,15,2,3,3,3,4,4,Non-Travel,No,32,0,0,1,3,5,27,No
1453,55,Male,Single,Research & Development,Research Director,Human Resources,2,2,29226,12,0,3,2,3,4,4,Travel_Rarely,Yes,33,34,2,3,0,0,26,No
1454,27,Female,Divorced,Research & Development,Research Director,Marketing,5,4,22647,18,3,3,2,4,3,4,Travel_Frequently,No,26,19,6,9,8,4,18,No
1455,49,Male,Single,Sales,Manager,Life Sciences,1,4,21137,19,1,3,1,3,3,3,Non-Travel,Yes,15,40,8,10,5,1,18,No
1456,50,Female,Married,Research & Development,Laboratory Technician,Other,1,5,10634,13,1,4,2,2,4,4,Travel_Frequently,No,32,30,14,2,2,0,21,No
1457,22,Female,Divorced,Research & Development,Laboratory Technician,Other,2,4,6654,13,0,3,4,3,3,3,Travel_Frequently,Yes,5,13,4,12,4,1,1,Yes
1458,18,Male,Single,Research & Development,Research Scientist,Technical Degree,3,3,11715,25,0,3,1,4,4,4,Travel_Frequently,No,6,24,3,11,3,1,27,No
